0.004 10
0.005 10
0.006 10
0.007 -1
0.007 10
0.007 10
0.008 10
0.009 10
0.010 10
0.010 10
0.011 -1
0.011 10
0.012 10
0.013 10
0.014 10
0.015 10
0.017 -1
0.018 -1
0.018 -1
0.019 -1
0.020 -1
0.021 -1
0.021 -1
0.022 -1
0.046 -1
0.046 10
0.048 10
0.049 10
0.051 10
0.053 -1
0.053 10
0.054 10
0.055 -1
0.055 10
0.056 10
0.057 -1
0.057 -1
0.059 -1
0.060 10
0.061 10
0.062 10
0.062 10
0.063 -1
0.063 10
0.064 10
0.065 -1
0.065 -1
0.066 -1
0.066 -1
